title,author,venue_name,publish_date,url,code,created_date
Netflix and Forget: Efficient and Exact Machine Unlearning from Bi-linear Recommendations,"Mimee Xu, Jiankai Sun, Xin Yang, Kevin Yao, Chong Wang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-02-13,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2302.06676"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2302.06676v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-02-13)]</a></li></ul>",,2024-11-03
The effect of Computer Assisted Rehabilitation Environment (CAREN) in cognitive impairment and coping strategies in Parkinson's disease: a preliminary study,"Caterina Formica, Lilla Bonanno, Silvia Marino","<ul><li><span style=""color: #FF5733;"">Scientific Reports</span></li></ul>",2023-02-07,"<ul><li><a href=""https://www.nature.com/articles/s41598-023-29299-0"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-02-07)]</a></li></ul>",,2024-11-03
Federated Unlearning for On-Device Recommendation,"Wei Yuan, Hongzhi Yin, Fangzhao Wu, Shijie Zhang, Tieke He, Hao Wang","<ul><li><span style=""color: #FF5733;"">WSDM '23: Proceedings of the Sixteenth ACM International Conference on Web Search and Data Mining</span></li><li><span style=""color: #3357FF;"">WSDM</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li></ul>",2023-02,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3539597.3570463"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-02)]</a></li><li><a href=""https://doi.org/10.1145/3539597.3570463"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2210.10958"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2022)]</a></li><li><a href=""http://arxiv.org/abs/2210.10958v2"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2022-10-20)]</a></li></ul>",,2024-11-03
Addressing racism in the workplace through simulation: So much to unlearn,Fricke M.,"<ul><li><span style=""color: #FF5733;"">Frontiers in Rehabilitation Sciences</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.3389/fresc.2023.1126085"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-01-01)]</a></li></ul>",,2024-11-03
Hierarchical Machine Unlearning,"Hongbin Zhu, Yuxiao Xia, Yunzhao Li, Wei Li, Kang Liu, Xianzhou Gao","<ul><li><span style=""color: #FF5733;"">LION</span></li><li><span style=""color: #3357FF;"">Learning and Intelligent Optimization</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.1007/978-3-031-44505-7_7"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://dx.doi.org/10.1007/978-3-031-44505-7_7"" target=""_blank"" style=""color: #3357FF;"">[Springer (2023-01-01)]</a></li></ul>",,2024-11-03
Lazy Machine Unlearning Strategy for Random Forests,"Nan Sun, Ning Wang, Zhigang Wang, Jie Nie, Zhiqiang Wei, Peishun Liu, Xiaodong Wang, Haipeng Qu","<ul><li><span style=""color: #FF5733;"">WISA</span></li><li><span style=""color: #3357FF;"">Web Information Systems and Applications</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.1007/978-981-99-6222-8_32"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://dx.doi.org/10.1007/978-981-99-6222-8_32"" target=""_blank"" style=""color: #3357FF;"">[Springer (2023-01-01)]</a></li></ul>",,2024-11-03
Learning to Unlearn Faulty Beliefs and Practices in English Language Teaching,Renandya W.A.,"<ul><li><span style=""color: #FF5733;"">Studies in English Language and Education</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.24815/siele.v10i1.26009"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-01-01)]</a></li></ul>",,2024-11-03
Learning to unlearn: exploring the relationship between internationalisation and decolonial agendas in higher education,Montgomery C.,"<ul><li><span style=""color: #FF5733;"">Higher Education Research and Development</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.1080/07294360.2023.2194054"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-01-01)]</a></li></ul>",,2024-11-03
Overcoming Knowledge Blind Spots and Enhancing Peripheral Vision Through Unlearning Processes,"Juan-Gabriel Cegarra-Navarro, Anthony Wensley, Jorge Cegarra-Sánchez","<ul><li><span style=""color: #FF5733;"">Information Technology and Systems</span></li></ul>",2023-01-01,"<ul><li><a href=""http://dx.doi.org/10.1007/978-3-031-33261-6_16"" target=""_blank"" style=""color: #FF5733;"">[Springer (2023-01-01)]</a></li></ul>",,2024-11-03
THE CHALLENGE TO UNLEARN TRADITIONAL LANGUAGE,Harris R.D.,"<ul><li><span style=""color: #FF5733;"">Rethinking Teaching in Higher Education: from a Course Design Workshop to a Faculty Development Framework</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.4324/9781003446859-13"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-01-01)]</a></li></ul>",,2024-11-03
Unlearn pain: The Successful Techniques and Exercises of Psychological Pain Management,Richter J.,"<ul><li><span style=""color: #FF5733;"">Unlearn pain: The Successful Techniques and Exercises of Psychological Pain Management</span></li></ul>",2023-01-01,"<ul><li><a href=""https://doi.org/10.1007/978-3-662-65702-7"" target=""_blank"" style=""color: #FF5733;"">[ScienceDirect (2023-01-01)]</a></li></ul>",,2024-11-03
A Review on Machine Unlearning,"Haibo Zhang, Toru Nakamura, Takamasa Isohara, Kouichi Sakurai","<ul><li><span style=""color: #FF5733;"">SN Comput. Sci.</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.1007/s42979-023-01767-4"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
A Revocation Key-based Approach Towards Efficient Federated Unlearning,"Rui-Zhen Xu, Sheng-Yi Hong, Po-Wen Chi, Ming-Hung Wang","<ul><li><span style=""color: #FF5733;"">2023 18th Asia Joint Conference on Information Security (AsiaJCIS)</span></li><li><span style=""color: #3357FF;"">AsiaJCIS</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10367896"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/AsiaJCIS60284.2023.00014"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Add-if-Silent Rule-Based Growing Neural Gas for High-Density Topological Structure of Unknown Objects,"M. Shoji, T. Obo, N. Kubota","<ul><li><span style=""color: #FF5733;"">2023 32nd IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10309556"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li></ul>",,2024-11-03
Adversarial Debiasing techniques towards ‘fair’ skin lesion classification,"R. L. Correa-Medero, B. Patel, I. Banerjee","<ul><li><span style=""color: #FF5733;"">2023 11th International IEEE/EMBS Conference on Neural Engineering (NER)</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123788"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li></ul>",,2024-11-03
Algorithms that forget: Machine unlearning and the right to erasure,"Bjørn Aslak Juliussen, Jon Petter Rui, Dag Johansen","<ul><li><span style=""color: #FF5733;"">Comput. Law Secur. Rev.</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.1016/j.clsr.2023.105885"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Asynchronous Federated Unlearning,"Ningxin Su, Baochun Li","<ul><li><span style=""color: #FF5733;"">IEEE INFOCOM 2023 - IEEE Conference on Computer Communications</span></li><li><span style=""color: #3357FF;"">INFOCOM</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10229075"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/INFOCOM53939.2023.10229075"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Backdoor Attack through Machine Unlearning,"Peixin Zhang, Jun Sun, Mingtian Tan, Xinyu Wang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2310.10659"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Bidirectional Active Transfer Learning for Adaptive Power System Stability Assessment and Dominant Instability Mode Identification,"Z. Shi, W. Yao, Y. Tang, X. Ai, J. Wen, S. Cheng","<ul><li><span style=""color: #FF5733;"">IEEE Transactions on Power Systems</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9944894"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li></ul>",,2024-11-03
Boundary Unlearning: Rapid Forgetting of Deep Networks via Shifting the Decision Boundary,"Min Chen, Weizhuo Gao, Gaoyang Liu, Kai Peng, Chen Wang","<ul><li><span style=""color: #FF5733;"">2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)</span></li><li><span style=""color: #3357FF;"">CVPR</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203289"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/CVPR52729.2023.00750"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Can Bad Teaching Induce Forgetting? Unlearning in Deep Networks Using an Incompetent Teacher,"Vikram S. Chundawat, Ayush K. Tarun, Murari Mandal, Mohan S. Kankanhalli","<ul><li><span style=""color: #FF5733;"">AAAI</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.1609/aaai.v37i6.25879"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2205.08096"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2022)]</a></li><li><a href=""http://arxiv.org/abs/2205.08096v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2022-05-17)]</a></li></ul>","<ul><li><a href=""https://github.com/vikram2000b/bad-teaching-unlearning"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - vikram2000b]</a></li></ul>",2024-11-03
CleanCLIP: Mitigating Data Poisoning Attacks in Multimodal Contrastive Learning,"Hritik Bansal, Nishad Singhi, Yu Yang, Fan Yin, Aditya Grover, Kai-Wei Chang","<ul><li><span style=""color: #FF5733;"">2023 IEEE/CVF International Conference on Computer Vision (ICCV)</span></li><li><span style=""color: #3357FF;"">RTML Workshop 2023</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10377853"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://openreview.net/pdf/6a86afb6f0e0ce8a38d619097336004f6f0b6a73.pdf"" target=""_blank"" style=""color: #3357FF;"">[OpenReview]</a></li></ul>","<ul><li><a href=""https://github.com/nishadsinghi/CleanCLIP"" target=""_blank"" style=""color: #FF5733;"">[IEEE - nishadsinghi]</a></li></ul>",2024-11-03
Compressed Particle-Based Federated Bayesian Learning and Unlearning,"Jinu Gong, Osvaldo Simeone, Joonhyuk Kang","<ul><li><span style=""color: #FF5733;"">IEEE Communications Letters</span></li><li><span style=""color: #3357FF;"">IEEE Commun. Lett.</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956829"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/LCOMM.2022.3223655"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2209.07267"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2022)]</a></li><li><a href=""http://arxiv.org/abs/2209.07267v2"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2022-09-14)]</a></li></ul>",,2024-11-03
Conditional Generative Adversarial Network-based Finger Position Estimation for Controlling Multi-Degrees-of-Freedom Myoelectric Prosthetic Hands,"H. Jiang, Y. Yamanoi, Y. Kuroda, P. Chen, S. Togo, Y. Jiang, H. Yokoi","<ul><li><span style=""color: #FF5733;"">2022 IEEE International Conference on Cyborg and Bionic Systems (CBS)</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115366"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li></ul>",,2024-11-03
Deep Regression Unlearning,"Ayush Kumar Tarun, Vikram Singh Chundawat, Murari Mandal, Mohan S. Kankanhalli","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">ICML</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2210.08196"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2022)]</a></li><li><a href=""https://proceedings.mlr.press/v202/tarun23a.html"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2210.08196v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2022-10-15)]</a></li></ul>","<ul><li><a href=""https://github.com/ayu987/deep-regression-unlearning"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - ayu987]</a></li></ul>",2024-11-03
Designing Unlearning Support Systems: A Requirements Catalog,"Marco Di Maria, David Walter, Thorsten Schoormann, Ralf Knackstedt","<ul><li><span style=""color: #FF5733;"">Wirtschaftsinformatik</span></li></ul>",2023,"<ul><li><a href=""https://aisel.aisnet.org/wi2023/49"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Diflexive pedagogy: An educational proposal to create learning hubs in the classroom,J. J. C. M,"<ul><li><span style=""color: #FF5733;"">2023 IEEE World Engineering Education Conference (EDUNINE)</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10102875"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li></ul>",,2024-11-03
ERM-KTP: Knowledge-Level Machine Unlearning via Knowledge Transfer,"Shen Lin, Xiaoyu Zhang, Chenyang Chen, Xiaofeng Chen, Willy Susilo","<ul><li><span style=""color: #FF5733;"">2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)</span></li><li><span style=""color: #3357FF;"">CVPR</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203043"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/CVPR52729.2023.01929"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>","<ul><li><a href=""https://github.com/RUIYUN-ML/ERM-KTP"" target=""_blank"" style=""color: #FF5733;"">[IEEE - RUIYUN-ML]</a></li></ul>",2024-11-03
Effective Machine Learning-based Access Control Administration through Unlearning,"Javier Martínez Llamas, Davy Preuveneers, Wouter Joosen","<ul><li><span style=""color: #FF5733;"">2023 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW)</span></li><li><span style=""color: #3357FF;"">EuroS&amp;P Workshops</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190682"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/EuroSPW59978.2023.00011"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Efficient Model Updates for Approximate Unlearning of Graph-Structured Data,"Eli Chien, Chao Pan, Olgica Milenkovic","<ul><li><span style=""color: #FF5733;"">ICLR</span></li><li><span style=""color: #3357FF;"">ICLR 2023 poster</span></li></ul>",2023,"<ul><li><a href=""https://openreview.net/pdf?id=fhcu4FBLciL"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://openreview.net/pdf/1651053a4b3f9ed11277a7dab44f3ad0d5956b29.pdf"" target=""_blank"" style=""color: #3357FF;"">[OpenReview]</a></li></ul>",,2024-11-03
Exact-Fun: An Exact and Efficient Federated Unlearning Approach,"Zuobin Xiong, Wei Li, Yingshu Li, Zhipeng Cai","<ul><li><span style=""color: #FF5733;"">2023 IEEE International Conference on Data Mining (ICDM)</span></li><li><span style=""color: #3357FF;"">ICDM</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10415652"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/ICDM58522.2023.00188"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Fast Federated Machine Unlearning with Nonlinear Functional Theory,"Tianshi Che, Yang Zhou, Zijie Zhang, Lingjuan Lyu, Ji Liu, Da Yan, Dejing Dou, Jun Huan","<ul><li><span style=""color: #FF5733;"">ICML</span></li></ul>",2023,"<ul><li><a href=""https://proceedings.mlr.press/v202/che23b.html"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Fast Model Update for IoT Traffic Anomaly Detection With Machine Unlearning,"Jiamin Fan, Kui Wu, Yang Zhou, Zhengan Zhao, Shengqiang Huang","<ul><li><span style=""color: #FF5733;"">IEEE Internet of Things Journal</span></li><li><span style=""color: #3357FF;"">IEEE Internet Things J.</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927728"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/JIOT.2022.3214840"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
Feature Unlearning for Generative Models via Implicit Feedback,"Saemi Moon, Seunghyuk Cho, Dongwoo Kim","<ul><li><span style=""color: #FF5733;"">CoRR</span></li></ul>",2023,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2303.05699"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li></ul>",,2024-11-03
FedME2: Memory Evaluation & Erase Promoting Federated Unlearning in DTMN,"Hui Xia, Shuo Xu, Jiaming Pei, Rui Zhang, Zhi Yu, Weitao Zou, Lukun Wang, Chao Liu","<ul><li><span style=""color: #FF5733;"">IEEE Journal on Selected Areas in Communications</span></li><li><span style=""color: #3357FF;"">IEEE J. Sel. Areas Commun.</span></li></ul>",2023,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234397"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/JSAC.2023.3310049"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023): FedME2: Memory Evaluation &amp; Erase Promoting Federated Unlearning in DTMN]</a></li></ul>",,2024-11-03
